epoch,train_loss,val_loss,val_roc_auc_score
1,0.6394863417372108,0.597321629524231,0.6940578925580358
2,0.6265111505053937,0.6289458274841309,0.6955227207591631
3,0.6223968400154263,0.6006892919540405,0.7039242535214256
4,0.6177113354206085,0.5988510847091675,0.715478351325245
5,0.6148449769243598,0.5976853966712952,0.7256100797163753
6,0.6111346187535673,0.6056819558143616,0.719676464032099
7,0.6092252251692116,0.5932528972625732,0.7372066363086329
8,0.6011263383552432,0.6263022422790527,0.7442654098865289
9,0.5842839409597218,0.6108392477035522,0.7817512127291448
10,0.5334763831924647,0.5457291007041931,0.8123162330562897
11,0.4948089241515845,0.5592976808547974,0.8286840959993207
12,0.46283889655023813,0.5420061349868774,0.8393624812915963
13,0.4327339029405266,0.510362982749939,0.841230667982889
14,0.4045990811428055,0.48088371753692627,0.8389166640129924
15,0.3715619081631303,0.4634484350681305,0.8352439788130647
16,0.31356884620618075,0.507359504699707,0.8117908055493637
17,0.26022742077475414,0.4961724877357483,0.8164028914434927
18,0.20315390772884712,0.517021656036377,0.7856096551284909
19,0.1569290541810915,0.6706321239471436,0.7940005731936439
20,0.1240802431711927,0.5851255655288696,0.7782483626829709
21,0.10999698626983445,0.6222383379936218,0.7756159177997857
22,0.07838327075296547,0.7333793640136719,0.7639450583277607
23,0.07826233784726355,0.6322801113128662,0.7691940260484667
