epoch,train_loss,val_loss,val_roc_auc_score
1,0.701422929763794,0.6431674957275391,0.6177777777777778
2,0.6713961660861969,0.6506521105766296,0.6844444444444444
3,0.6416561901569366,0.6596901416778564,0.73
4,0.6344388723373413,0.6621436476707458,0.7333333333333333
5,0.629104733467102,0.6583952903747559,0.7255555555555555
6,0.5987316071987152,0.6454875469207764,0.73
7,0.5923252999782562,0.6333259344100952,0.7411111111111112
8,0.6172889471054077,0.6293402314186096,0.7355555555555555
9,0.5771595537662506,0.6305685043334961,0.7344444444444445
10,0.5958997011184692,0.6441738605499268,0.7377777777777779
