epoch,train_loss,val_loss,val_roc_auc_score
1,0.652846166468042,0.6643409729003906,0.687214611872146
2,0.6365266813067939,0.6365472674369812,0.6833670547392396
3,0.638450281357202,0.6519351601600647,0.6943900848010437
4,0.6355058959149938,0.6293956637382507,0.6938980839607726
5,0.6330684658110611,0.6388296484947205,0.6968335047044126
6,0.630639145693441,0.6408882141113281,0.6874910168385906
7,0.6285899699203611,0.6435613632202148,0.7009132420091324
8,0.6254366800541015,0.6290975213050842,0.6978396187822702
9,0.6139014457154461,0.6368889212608337,0.7553760765973443
10,0.5763449823762489,0.5690737962722778,0.7987606001304631
11,0.5443810398184409,0.6004416942596436,0.8200382544473558
12,0.5162677408203366,0.5676994919776917,0.8386403086890666
13,0.49529811716455174,0.5177774429321289,0.8501000585978529
14,0.4765206547234002,0.46190816164016724,0.852880692560284
15,0.4650915316709383,0.45920708775520325,0.8599234911052882
16,0.4554821790203335,0.46752986311912537,0.8591993100932038
17,0.4480687293011372,0.42416125535964966,0.8655676805200837
18,0.4421673959165108,0.4640178680419922,0.858292701803266
19,0.43081330243996746,0.46278026700019836,0.8640198127079948
20,0.4213705795017753,0.46725496649742126,0.8555286521388217
21,0.41418753364893396,0.43159204721450806,0.8568166992824526
22,0.4017277489027639,0.4343266189098358,0.8596526142381726
23,0.3981691407641088,0.4889534115791321,0.8602607051643504
24,0.38392853361415114,0.4684998095035553,0.8497739007374485
25,0.384264721410481,0.4420042932033539,0.8481873362300573
26,0.36767857633237766,0.5032249093055725,0.8439749245414441
27,0.3552650393932823,0.4631045162677765,0.8425376187159331
