epoch,train_loss,val_loss,val_roc_auc_score
1,0.6602827869355679,0.6369022130966187,0.6752539566283475
2,0.6353884665295482,0.6320710778236389,0.6890052967338577
3,0.6284892233088613,0.6290622353553772,0.6923489263233874
4,0.6253466103225946,0.63478022813797,0.695862391066671
5,0.6227631792426109,0.625756025314331,0.6985664851553461
6,0.6249952437356114,0.6227244138717651,0.7030963071468755
7,0.6225045286118984,0.6195679903030396,0.7075916313727988
8,0.6182334669865668,0.6390825510025024,0.7200692078251547
9,0.607382704038173,0.5890095829963684,0.7427262788056342
10,0.5875188484787941,0.5776169300079346,0.7814858453014044
11,0.5586516761686653,0.5574613213539124,0.8153891878695242
12,0.5267970045097172,0.5497030019760132,0.8308813383010116
13,0.5042777392081916,0.5395422577857971,0.8361939942043753
14,0.49085161508992314,0.5285029411315918,0.8408273094927237
15,0.48104455578140914,0.5130419135093689,0.8415225721534036
16,0.4693069893401116,0.47246313095092773,0.8453650925070854
17,0.46407159813679755,0.5272375345230103,0.846543323886253
18,0.45776956900954247,0.5045223236083984,0.8480028447388254
19,0.4526148692239076,0.4818059802055359,0.8504548397711471
20,0.4458825879264623,0.4793713390827179,0.8494676729399527
21,0.44037237763404846,0.5261127352714539,0.8481992166353532
22,0.43258258723653853,0.48417922854423523,0.8526945408612766
23,0.42696560896001756,0.4990616738796234,0.8483425150463332
24,0.4197418299736455,0.5134899020195007,0.8513677037225742
25,0.41551762260496616,0.5272570252418518,0.8472014351070494
26,0.4111117827706039,0.45595690608024597,0.8493933700601853
27,0.4022286734543741,0.46664369106292725,0.8494889023341718
28,0.396817302913405,0.5140454173088074,0.8486609559596217
29,0.3931932096602395,0.471627414226532,0.846373488732499
30,0.38308851490728557,0.4582437574863434,0.8484115105775456
31,0.37767593387980014,0.5307691693305969,0.8444681506013225
32,0.37121453939471394,0.498762845993042,0.848347822394888
