epoch,train_loss,val_loss,val_roc_auc_score
1,0.64046013308689,0.6117421984672546,0.6714698171087689
2,0.6292421072721481,0.6042364239692688,0.6879225976286766
3,0.6238947650417686,0.6299934983253479,0.6883684149072805
4,0.614674239885062,0.5933506488800049,0.7251536477406617
5,0.587445063283667,0.5826070308685303,0.7518602256684607
6,0.5580738892313093,0.5207651257514954,0.8031239053593606
7,0.5182445147074759,0.5127158164978027,0.8235943487352588
8,0.4921337410341948,0.5115155577659607,0.8314810686877051
9,0.4722778343129903,0.5599672794342041,0.8367778025454043
10,0.45624563936144114,0.504934549331665,0.8417667101869248
11,0.4413847930263728,0.4824971556663513,0.8445212240868707
12,0.4265297211240977,0.5048773884773254,0.8467290810856712
13,0.41206904384307563,0.4502894878387451,0.8530342111687842
14,0.40297994192223996,0.5070922374725342,0.8509165790954154
15,0.388587219058536,0.4682023227214813,0.8422231421626384
16,0.3799573043361306,0.4535604417324066,0.851346474328355
17,0.3697609503287822,0.47029033303260803,0.8462832638070673
18,0.3584777780342847,0.4553087651729584,0.8456410746319354
19,0.3476754315197468,0.4737679660320282,0.8430139370973051
20,0.3343253448838368,0.48027387261390686,0.8451740279591122
21,0.3274655290879309,0.5039365887641907,0.8397233809933233
22,0.31862464535515755,0.501240074634552,0.8392351049262808
23,0.3120153952622786,0.4464556872844696,0.8445796049209736
